,clean_message,intent
979,antibes,find.alternatives
980,nice,find.alternatives
981,cannes,find.alternatives
982,find comedy event in cannes,find.event
983,this month,find.event
984,show only weekend events in cannes this month,find.event
985,Hi,Default Welcome Intent
986,hi,Default Welcome Intent
987,find museums in cannes,find.poi
988,in nice,find.alternatives
989,Hi,Default Welcome Intent
990,Can I have the information concerning museum in Antibes,find.poi
991,Ok thank U,leave.positive
992,scuba diving,find.activity
993,antibes,find.activity
994,hi,Default Welcome Intent
995,hi,Default Welcome Intent
996,hi,Default Welcome Intent
997,hi,Default Welcome Intent
998,hi,Default Welcome Intent
999,hi,Default Welcome Intent
1000,hi,Default Welcome Intent
1001,hi,Default Welcome Intent
1002,hi,Default Welcome Intent
1003,hi,Default Welcome Intent
1004,hi,Default Welcome Intent
1005,Hi,Default Welcome Intent
0,Hi,Default Welcome Intent
1,Hi,Default Welcome Intent
2,hi,Default Welcome Intent
3,events,find.event
4,Hi,Default Welcome Intent
5,i dont know,Default Fallback Intent
6,i don't know,Default Fallback Intent
7,?,Default Fallback Intent
8,Hi,Default Welcome Intent
9,trail,find.poi
10,hiking trail,find.poi
11,Hi,Default Welcome Intent
12,events today in nice,find.event
13,events in antibes tomorrow,find.event
14,where to dive in french riviera,find.activity
15,grasse,find.activity
16,Hi,Default Welcome Intent
17,events in Nice,find.event
18,tomorrow,find.event
19,fuck you,insult
20,Hi,Default Welcome Intent
21,Hi,Default Welcome Intent
22,show me some events for tomorrow,find.event
23,  show me some events for tomorrow,find.event
24,Hi,Default Welcome Intent
25,find an activity in nice for today,find.activity
26,hi,Default Welcome Intent
27,what are the category,Default Fallback Intent
28,what is interesting,find.generic
29,hi,Default Welcome Intent
30,suggest me something to do,find.generic
31,propose me something to do,find.generic
32,anything to do,find.generic
33,I want to go out today,find.generic
34,I'm bored what do you suggest,find.generic
35,how can you help ,find.generic
36,propose me something to do in Nice this december,find.generic
37,events ,find.event
38,nice,find.address
39,events in nice this month,find.event
40,events in nice this december,find.event
41,music event in Cannes,find.event
42,this month,find.event
43,Hi,Default Welcome Intent
44,start my vacation plan,find.generic
45,lets plan my vacation ,find.generic
46,check for events in Nice,find.event
47,this december,find.event
48,Hi,Default Welcome Intent
49,Hi,Default Welcome Intent
50,I'd like music events in Cannes this month,find.event
51,show me concerts in Nice,find.event
52,this year,find.event
53,show events in Nice this year,find.event
54,more,find.more
55,what about classical music this year in Nice ? ,find.alternatives
56,Hi,Default Welcome Intent
57,Hi,Default Welcome Intent
58,Hi,Default Welcome Intent
59,hi,Default Welcome Intent
60,hi,Default Welcome Intent
61,hi,Default Welcome Intent
62,hi,Default Welcome Intent
63,hi,Default Welcome Intent
64,hi,Default Welcome Intent
65,hi,Default Welcome Intent
66,show me museums in cannes,find.poi
67,Show events in Nice,find.event
68,this december,find.event
69,Hi,Default Welcome Intent
70,help me,Default Fallback Intent
71,how can you help me,find.generic
72,what can you do,find.generic
73,check for events in Nice this evening,find.event
74,show me all day events in Nice in december,find.event
75,I want to do an activity in Nice today,find.activity
76,show me something to do in cannes today,find.activity
77,I'm bored suggest me something to do in monaco today,find.generic
78,I'm bored suggest me some activity to do in monaco today,find.activity
79,show more,find.more
80,how about next month,find.alternatives
81,activity in Nice this weekend,find.activity
82,what can you show me in Nice today,find.generic
83,im hungry i need to eat,find.restaurant
84,nice,find.address
85,show more,find.restaurant
86,find me some shops in Nice,find.shopping
87,any place to shop in nice,find.shopping
88,any place to shop in monaco,find.shopping
89,show more,find.more
90,shopping in cannes,find.shopping
91,check for hotel in cannes,find.accommodation
92,check for hotel in cannes,find.accommodation
93,in nice,discover.city
94,Hi,Default Welcome Intent
95,what can i do in Nice,find.generic
96,check for attractions,Default Fallback Intent
97,what can i do in nice,find.generic
98,check for some activities,find.activity
99,Hi,Default Welcome Intent
100,tell me about Nice,find.address
101,where is 245 Route des Lucioles Valbonne,Default Fallback Intent
102,Hi,Default Welcome Intent
103,find museums in cannes,find.poi
104,check for museums in cannes,find.poi
105,find museums in Nice,find.poi
106,hi ,Default Welcome Intent
107,Hi,Default Welcome Intent
108,hey find some events in Nice for next week,find.event
109,is there any cool italian restaurants nearby?,find.restaurant
110,what about Cannes,find.address
111,any cool italian restaurant in Cannes,find.restaurant
112,italian restaurant in Antibes please,find.restaurant
113,Nice,find.address
114,italian restaurant in Nice,find.restaurant
115,restaurants in Nice,find.restaurant
116,restaurants in Cannes,find.restaurant
117,Hi,Default Welcome Intent
118,Hi,Default Welcome Intent
119,find some events in Nice for next week please,find.event
120,show me some restaurants in Cannes,find.restaurant
121,Hi,Default Welcome Intent
122,what is your name,Default Fallback Intent
123,what can i do in NICE Today,find.generic
124,find events,find.event
125,nice,find.address
126,find events ,find.event
127,today,find.event
128,cannes,find.address
129,monaco,find.address
130,events in cannes,find.event
131,today,find.event
132,find activity for my kids in nice today,find.activity
133,what can i do in Nice,find.generic
134,events ,find.event
135,nice,find.address
136,events,find.event
137,today ,find.event
138,check for hotels in cannes,find.accommodation
139,check for hotels in cannes,find.accommodation
140,find place to stay in monaco,find.poi
141,find a night stay in grasse,find.accommodation
142,find a night stay in grasse,find.accommodation
143,find more,find.more
144,find night stay in eze,find.accommodation
145,find night stay in eze,find.accommodation
146,st tropez,find.address
147,events st tropez,find.event
148,this month,find.event
149,find events in cannes,find.event
150,this month,find.event
151,find a place to eat in nice,find.restaurant
152,i feel like eating,find.restaurant
153,eze,find.restaurant
154,place to eat in Eze,find.restaurant
155,nice,find.address
156,what can i do in Nice,find.generic
157,events ,find.event
158,nice,find.address
159,Find events in Nice,find.event
160,today,find.event
161,what can i do in cannes ,find.generic
162,events in cannes,find.event
163,today,find.event
164,what can i do in Nice,find.generic
165,events,find.event
166,Nice,find.address
167,what can i do in Cannes,find.generic
168,events,find.event
169,cannes,find.event
170,today,find.event
171,looking for place to have dinner in Nice today,find.poi
172,what are the activities in St TROPEZ,find.activity
173,find shops in eze,find.shopping
174,cannes,find.address
175,find shops in eze,find.shopping
176,cannes,find.address
177,what are all the visiting spots in Nice,find.poi
178,parks in Nice,find.address
179,visiting spots in Nice,find.poi
180,visiting spots in cannes,find.poi
181,visiting spots in grasse,find.poi
182,visiting spots in manaco,find.poi
183,visiting spots in Monaco,find.poi
184,what can i see in nice,discover.city
185,tel me about nice,find.address
186,what can i see in cannes,discover.city
187,what can i see in monaco,discover.city
188,what can i see in eze,discover.city
189,what can i see in grasse,discover.city
190,tell me about grasse,find.address
191,tell me about Nice,find.address
192,tell me about grasse,find.address
193,what to check in NICE,Default Fallback Intent
194,any family activity in Cannes?,find.activity
195,more,find.more
196,any night events in St tropez,find.event
197,find events in st tropez,find.event
198,today,find.event
199,find events in st tropes this month,find.event
200,st tropez,find.event
201,events in Nice this month,find.event
202,find more,find.more
203,find events for kids in nice this month,find.event
204,malls in nice,find.shopping
205,shops in nice,find.shopping
206,i want to do shopping Nice,find.shopping
207,show more,find.more
208,show more,find.more
209,show more,find.more
210,show more,find.more
211,not happy with the results,find.more
212,not good,leave.negative
213,find bakery in Nice,find.restaurant
214,Hi,Default Welcome Intent
215,Hi,Default Welcome Intent
216,I want some information concerning Antibes,discover.city
217,hi ,Default Welcome Intent
218,check for events in Nice,find.event
219,today,Default Fallback Intent
220,find events for today in Nice,find.event
221,more events,find.event
222,antibes scuba,find.shopping
223,antibes scuba diving,find.activity
224,hi ,Default Welcome Intent
225,what can i do in nice today,find.generic
226,show events in Nice,find.event
227,today,find.event
228,place to eat in Nice,find.restaurant
229,find shopping in nice,find.shopping
230,Hi,Default Welcome Intent
231,I need events close to me,find.address
232,check activities around me,find.activity
233,check events close to me,find.address
234,I need activities close to me,find.address
235,hi,Default Welcome Intent
236,hi,Default Welcome Intent
237,Hi,Default Welcome Intent
238,Hi,Default Welcome Intent
239,museum in Cannes,find.poi
240,museum in Nice,find.poi
241,Hi,Default Welcome Intent
242,show museums in Nice,find.poi
243,show museums in Cannes,find.poi
244,show museums in Cannes,find.poi
245,  show museums in Cannes,find.poi
246,  show museums in Cannes,find.poi
247,  show museums in Cannes,find.poi
248,  show museums in Cannes,find.poi
249,Hi,Default Welcome Intent
250,I need event close to me ,find.event
251,this weekend,find.event
252,hi,Default Welcome Intent
253,shopping,find.shopping
254,nice,find.shopping
255,hi,Default Welcome Intent
256,activities,find.activity
257,nice,find.activity
258,hi,Default Welcome Intent
259,places,find.poi
260,nice,find.poi
261,hi,Default Welcome Intent
262,Hi,Default Welcome Intent
263,hi,Default Welcome Intent
264,hi,Default Welcome Intent
265,hi,Default Welcome Intent
266,hi,Default Welcome Intent
267,hi,Default Welcome Intent
268,hi,Default Welcome Intent
269,hi,Default Welcome Intent
270,hi,Default Welcome Intent
271,hi,Default Welcome Intent
272,hi,Default Welcome Intent
273,find local stores ,find.shopping
274,nice,find.shopping
275,what can i do in nice,find.generic
276,check for events,find.event
277,nice,find.event
278,hi,Default Welcome Intent
279,show me sightseeing in nice,find.poi
280,show me activitiy ,find.activity
281,nice,find.activity
282,check for city attractions,find.poi
283,nice,find.poi
284,find accommodation,find.accommodation
285,hi,Default Welcome Intent
286,nice,find.accommodation
287,nice,find.accommodation
288,find museums in cannes,find.poi
289,Hi,Default Welcome Intent
290,events in antibes,find.event
291,today,find.event
292,nice,find.address
293,events in nice today,find.event
294,only kids,leave.negative
295,Hi,Default Welcome Intent
296,tell me what to do in nice today,find.generic
297,activities,find.activity
298,which concert is it today in nice,find.event
299,tomorrow,find.alternatives
300,this month,find.alternatives
301,give me music event this month,find.event
302,nice,find.event
303,events in nice today,find.event
304,events in nice next fridasy,find.event
305,next friday,find.event
306,sport in nice today,find.activity
307,Hi,Default Welcome Intent
308,Hi can you show me some events around me ?,find.event
309,this month,find.event
310,the next month,find.alternatives
311,show me events in Nice next month,find.event
312,Hi,Default Welcome Intent
313,show me some events in Nice,find.event
314,next month,find.event
315,what are the events in Antibes ?,find.event
316,today,find.event
317,next month,find.alternatives
318,in Nice ?,discover.city
319,find me some events in Nice next month ,find.event
320,Hi,Default Welcome Intent
321,find events close to me,find.event
322,this weekend,find.event
323,find events close to me,find.event
324,next week,find.event
325,Hi,Default Welcome Intent
326,check some events in Cannes next months,find.event
327,check some events in Antibes next month,find.event
328,check some events in Juan les pins this week,find.event
329,check some events in Juan les pins this month,find.event
330,show me events close to me,find.event
331,this year,find.event
332,I need events close to me,find.event
333,this year,find.event
334,I need events close to me,find.event
335,next month,find.event
336,Hi,Default Welcome Intent
337,Hi,Default Welcome Intent
338,Hi,Default Welcome Intent
339,find events in Cannes,find.event
340,tomorrow,find.event
0,Hi,Default Welcome Intent
1,Hi,Default Welcome Intent
2,hallo,Default Fallback Intent
3,shut up,insult
4,stupid,insult
5,السلام عليكم,Default Fallback Intent
6,من أنت ؟؟,Default Fallback Intent
7,a greeting ,Default Fallback Intent
8,shallom,Default Fallback Intent
9,hallo,Default Fallback Intent
10,hello,Default Welcome Intent
11,salut,Default Fallback Intent
12,bonjour,Default Welcome Intent
13,hi,Default Welcome Intent
14,new events in nice ? ,find.event
15,demain,find.event
16,tomorrow,find.event
17,Hi,Default Welcome Intent
18,hola,Default Welcome Intent
19,salut,Default Fallback Intent
20,hey,Default Welcome Intent
21,hi,Default Welcome Intent
22,guten tag,Default Welcome Intent
23,bjr,Default Fallback Intent
24,bonjour,Default Welcome Intent
25,bondoir,Default Fallback Intent
26,bonsoir,Default Fallback Intent
27,what can I do today in Antibes,find.generic
28,events,find.event
29,Antibes,find.event
30,what can I do today in Antibes ?,find.generic
31,events,find.event
32,today,find.event
33,Nice,find.address
34,events in Nice,find.event
35,today,find.event
36,what time is it?,Default Fallback Intent
37,what is the date time?,Default Fallback Intent
38,hi,Default Welcome Intent
39,events in Nice tomorrow,find.event
40,Hi,Default Welcome Intent
41,hello,Default Welcome Intent
42,tell me a joke,Default Fallback Intent
43,what activities in paris,find.activity
44,paris,find.activity
45,nice,find.activity
46,Hi,Default Welcome Intent
47,what events in nice today,find.event
48,what events in nice today,find.event
49,hello,Default Welcome Intent
50,restaurants,find.restaurant
51,nice,find.restaurant
52,give me events,find.event
53,Nice,find.event
54,events,find.event
55,nice,find.event
56,09/11/2018,find.event
57,12:00,find.event
58,ok,Default Fallback Intent
59,yes,Default Fallback Intent
60,events,find.event
61,nice,find.event
62,tomorrow,find.event
63,Hi,Default Welcome Intent
64,Hi,Default Welcome Intent
65,events in monaco today,find.event
66,events in nice today,find.event
67,Hi,Default Welcome Intent
68,what events,find.event
69,paris,find.event
70,paris,find.event
71,paris,find.event
72,Hi,Default Welcome Intent
73,events,find.event
74,nice,find.event
75,tomorrow,find.event
76,Hi,Default Welcome Intent
77,Could you please suggest me an event taking place in Nice tomorrow?,find.poi
78,event in Nice,find.event
79,tomorrow,find.event
80,Hi,Default Welcome Intent
81,Hi,Default Welcome Intent
82,find event in Nicy,find.event
83,Hi,Default Welcome Intent
84,Antibes activities,find.activity
85,Hi,Default Welcome Intent
86,Hi,Default Welcome Intent
87,Hi,Default Welcome Intent
88,what is the weather tody,weather
89,what to do today,find.generic
90,sport,find.activity
91,antibes,find.activity
92,Hi,Default Welcome Intent
93,What to do in ANTIBES today,find.generic
94,Shopping,find.shopping
95,Antibes,find.shopping
96,give me a vegetarian restaurant in antibes,find.restaurant
97,where to rent a bicycle in antibes,Default Fallback Intent
98,rent a moto in nice,discover.city
99,concerts in nice today,find.event
100,concerts in french riviera,find.event
101,cannes,find.event
102,any,find.event
103,no,find.event
104,tofay,find.event
105,today,find.event
106,snow in valberg,discover.city
107,snow in auron,discover.city
108,road situation for valberg,find.poi
109,give me the address of modern art museum in nice,find.poi
110,what is the best pizza in antibes,discover.city
111,pizza antibes,find.shopping
112,pizza restaurant in nice,find.restaurant
113,Hi,Default Welcome Intent
114,Hi,Default Welcome Intent
115,Hi,Default Welcome Intent
116,Hi,Default Welcome Intent
117,Hi,Default Welcome Intent
118,Hi,Default Welcome Intent
119,Events in Nice,find.event
120,Events in Nice,find.event
121,hello ?,Default Welcome Intent
122,Nice,find.address
123,Today,find.alternatives
124,events in Nice,find.event
125,Antibes,find.alternatives
126,Any events ?,find.event
127,Nice,find.event
128,Hi,Default Welcome Intent
129,Hi,Default Welcome Intent
130,what's happen today ?,find.event
131,nice,find.address
132,what to do today in nice,find.generic
133,activities,find.activity
134,Hi,Default Welcome Intent
135,Hi,Default Welcome Intent
136,Bonjour,Default Welcome Intent
137,discover Monaco,discover.city
138,discover Nice,discover.city
139,Hi,Default Welcome Intent
140,hi,Default Welcome Intent
141,hi,Default Welcome Intent
142,find events,find.event
143,Nice,find.event
144,find events in Nice this month,find.event
145,cannes,find.alternatives
146,monacco,Default Fallback Intent
147,Hi,Default Welcome Intent
0,Hi,Default Welcome Intent
1,Hi,Default Welcome Intent
2,Hi,Default Welcome Intent
3,Hi,Default Welcome Intent
4,Hi,Default Welcome Intent
5,could you please give me events in Nice this month ? ,find.event
6,and in Canbnes ?,find.alternatives
7,cannes ? ,find.alternatives
8,monacco,Default Fallback Intent
9,monaco,find.alternatives
10,and in st trop ?,find.alternatives
11,i would like to do a cultural-tours,find.poi
12,Nice,find.poi
13,can you show me football-games,find.generic
14,can you show me theater-play,find.generic
15,can you show me theater play,find.event
16,reboot,abandon
17,can you show me theater play,find.event
18,show me events,find.event
19,Hi,Default Welcome Intent
20,show events in Nice for tomorrow,find.event
21,reboot,abandon
22,show me events,find.event
23,nice,find.event
24,this month,find.event
25,can you show me theater plays ? ,find.event
26,Nice,find.event
27,this month,find.event
28,can you show me theater-plays ? ,find.generic
29,reboot,abandon
30,reboot,abandon
31,i would like to see theater,find.activity
32,Nice,find.activity
33,I would like to see theaters,find.activity
34,Nice,find.activity
35,where to find playground,find.activity
36,Nice,find.activity
37,where to find playgrounds,find.activity
38,Nice,find.activity
39,cannes,find.alternatives
40,ok can you show me football meeting ?,find.event
41,Nice,find.event
42,this month,find.event
43,can you show me football meetings ?,find.event
44,Nice,find.event
45,This month,find.event
46,ok can you show me football meetings ?,find.event
47,Nice,find.event
48,this month,find.event
49,show me events in Nice this month,find.event
50,show me activities,find.activity
51,Nice,find.activity
52,anything to do in grasse ? ,find.generic
53,activities,find.activity
54,what can i do in Nice ? ,find.generic
55,food,find.restaurant
56,in cannes ?,discover.city
57,show me theater plays in Nice,find.event
58,this month,find.event
59,show me events in Cannes,find.event
60,this month,find.event
61,show me sport meetings in Nice this month,find.event
62,and for Cannes ?,find.alternatives
63,what can i do in Cannes today ? ,find.generic
64,activities,find.activity
65,events,find.event
66,this month,find.event
67,what can I do in Nice,find.generic
68,sightseeings,find.poi
69,Hi,Default Welcome Intent
70,show me events in Nice please,find.event
71,this month,find.event
72,Hi,Default Welcome Intent
73,show me events in Cannes,find.event
74,how can you help,find.generic
75,propose all you can do,find.generic
76,reboot,abandon
77,how can you help,find.generic
78,places,find.address
79,file moi de l'info,find.generic
80,lieux,Default Fallback Intent
81,how can you help,find.generic
82,reboot,abandon
83,how can you help,find.generic
84,events,find.event
85,reboot,abandon
86,can you advice me please,find.generic
87,events,find.event
88,how can you help ? ,find.generic
89,how can you help ?,find.generic
90,how can you help,find.generic
91,Hi,Default Welcome Intent
92,What can I do this evening in antibes ?,find.generic
93,Tell me about évents...,discover.city
94,Tell me what i can do today in Nice,find.generic
95,Restaurants only,find.restaurant
96,What about events ?,find.event
97,Tonight,find.event
98,Hi,Default Welcome Intent
99,I want to visit antibes,find.poi
100,Évents in antibes,find.alternatives
101,Whats inters Ting in nice ,discover.city
102,Events ,find.event
103,Nice,find.event
104,Today,find.event
105,Hi,Default Welcome Intent
106,tell me about Nice,discover.city
107,what can i do in Nice ?,find.generic
108,events,find.event
109,this month,find.event
110,shops in Eze,find.shopping
111,in cannes,discover.city
112,how can you help ? ,find.generic
113,what can you advice me on?,find.generic
114,hello,Default Welcome Intent
115,je veux sortir,find.generic
116,événements,find.event
117,today,find.event
118,reboot,Default Fallback Intent
119,recommence,abandon
120,montre moi des événements pour vendredi soir,find.event
121,Nice,find.event
122,more,Default Fallback Intent
123,plus,find.more
124,more,Default Fallback Intent
125,plus,find.more
126,more,Default Fallback Intent
127,plus,find.more
128,plus,find.more
129,propose moi un truc à faire à Cannes,find.generic
130,événements,find.event
131,today,find.event
132,aujourd'hui,find.event
133,show me events in Nice for next friday,find.event
134,more,find.more
135,show me events at saint etienne de tinnée next friday,find.event
136,show me events,find.event
137,friday,find.event
138,show me events in Mougins on friday,find.event
139,show me events in SAINT-ÉTIENNE-DE-TINÉE on friday,find.alternatives
140,Hi,Default Welcome Intent
141,Hi,Default Welcome Intent
142,Hi,Default Welcome Intent
143,Hi,Default Welcome Intent
144,Hi,Default Welcome Intent
145,hi,Default Welcome Intent
146,yes i would like an events in antibes,find.event
147,13 decembre,find.event
148,Hi,Default Welcome Intent
149,Hi,Default Welcome Intent
150,Hi,Default Welcome Intent
151,slopes in Auron,discover.city
152,slopes in Auron,slopes
153, give me directions from nearby to Auron station,itinerary_to_auron_station
154,any lifts available?,ski_lifts_ski_area
155,is there snow in Auron?,state_of_snow
156,when does the station of Auron open?,Default Fallback Intent
157,when does Auron open?,Default Fallback Intent
158,how is the road to Auron station?,access_to_auron_station
159,can Auron station be accessed without chains?,special_equipments
160,find tariffs of Auron station,tariffs_and_package
161,Hi,Default Welcome Intent
162,Hi,Default Welcome Intent
163,find events in Nice for tomorrow,find.event
164,Hi,Default Welcome Intent
165,hi,Default Welcome Intent
166,quel est l'état de la route pour aller à Auron ? ,access_to_auron_station
167,what is the price for the ski pass ?,tariffs_and_package
168,donne moi l'itinéraire pour aller à auron,find.generic
169,do i need chains?,special_equipments
170,shiow me accommodation in front of ski slopes,slopes
171,Hi,Default Welcome Intent
172,find events in Nice for tomorrow,
173,Cannes,
174,Monaco,
175,what about tomorrow,
176,nice,
177,Hi,Default Welcome Intent
178,Hi,Default Welcome Intent
179,who are you?,Default Fallback Intent
180,reset,abandon
181,I'm boring i would like to see what's happening around me,find.poi
182,reset,abandon
183,show me events near me,find.event
184,next week,find.event
185,Hi,Default Welcome Intent
186,show me events around me,find.event
187,next week,find.event
188,Hi,Default Welcome Intent
189,show me events around me,find.event
190,next week,find.event
191,I'm boring show me events around me ,find.event
192,nexte week,find.event
193,what's happening near me ?,Default Fallback Intent
194,reset,abandon
195,what's happening near me ?,Default Fallback Intent
196,find events nearby,find.event
197,what's happenen near me,discover.city
198,what's happening near me,Default Fallback Intent
199,is there any event near me ?,find.event
200,next week,find.event
201,I feel like to listen good music is there any music festival around me ? ,find.event
202,next week,find.event
203,show me events in Nice next month,find.event
204,show me events tomorrow in Nice,find.event
205,more,Default Fallback Intent
206,show me more,find.address
207,tomorrow,find.event
208,find events in Cannes for tomorrow,find.event
209,find more,find.more
210,find events in Nice for tomorrow,find.event
211,find more,find.more
212,find events for next week in Nice,find.event
213,show me events today in Nice,find.event
214,more,find.more
215,find events for next week,find.event
216,Nice,find.event
217,show me more,find.more
218,more results,find.more
219,plus,Default Fallback Intent
220,that's all?,leave.negative
221,try again,find.more
222,show me events today in Nice,find.event
223,more,find.more
224,show me events around me,find.event
225,next week,find.event
226,next month,find.alternatives
227,today,find.alternatives
228,on next sunday,find.alternatives
229,Hi,Default Welcome Intent
230,Hi,Default Welcome Intent
231,Hi,Default Welcome Intent
232,Hi,Default Welcome Intent
233,find events in Nice for tomorrow,find.event
234,Hi,Default Welcome Intent
235,Give me events in Nice this week-nd,find.event
236,this week end,find.event
237,show me tours please,find.activity
238,St Tropez,find.activity
239,any events tonight in Nice,
240,Find events in nice for next week,
241,Any events tonight in Nice?,
242,any events tonight in Nice,
